# 2theta y_obs y_calc y_diff
3.120000000000000107e+00 3.721400000000000000e+04 3.736919590504001098e+04 -1.551959050400109845e+02
3.124000000000000110e+00 3.707850000000000000e+04 3.735376842183186818e+04 -2.752684218318681815e+02
3.128000000000000114e+00 3.699500000000000000e+04 3.733833756621941575e+04 -3.433375662194157485e+02
3.132000000000000117e+00 3.616200000000000000e+04 3.732290345340837666e+04 -1.160903453408376663e+03
3.136000000000000121e+00 3.611500000000000000e+04 3.730746619815210579e+04 -1.192466198152105790e+03
3.140000000000000124e+00 3.604300000000000000e+04 3.729202591475263034e+04 -1.249025914752630342e+03
3.144000000000000128e+00 3.689400000000000000e+04 3.727658271706164669e+04 -3.825827170616466901e+02
3.148000000000000131e+00 3.636900000000000000e+04 3.726113671848166268e+04 -8.921367184816626832e+02
3.152000000000000135e+00 3.689800000000000000e+04 3.724568803196704539e+04 -3.476880319670453900e+02
3.156000000000000139e+00 3.727600000000000000e+04 3.723023677002513432e+04 4.576322997486568056e+01
3.160000000000000142e+00 3.655800000000000000e+04 3.721478304471715091e+04 -6.567830447171509149e+02
3.164000000000000146e+00 3.718600000000000000e+04 3.719932696765951550e+04 -1.332696765951550333e+01
3.168000000000000149e+00 3.634000000000000000e+04 3.718386865002466948e+04 -8.438686500246694777e+02
3.172000000000000153e+00 3.681500000000000000e+04 3.716840820254229038e+04 -3.534082025422903826e+02
3.176000000000000156e+00 3.636900000000000000e+04 3.715294573550028144e+04 -7.839457355002814438e+02
3.180000000000000160e+00 3.684700000000000000e+04 3.713748135874585569e+04 -2.904813587458556867e+02
3.184000000000000163e+00 3.635850000000000000e+04 3.712201518168656185e+04 -7.635151816865618457e+02
3.188000000000000167e+00 3.629800000000000000e+04 3.710654731329141214e+04 -8.085473132914121379e+02
3.192000000000000171e+00 3.724000000000000000e+04 3.709107786209179903e+04 1.489221379082009662e+02
3.196000000000000174e+00 3.657300000000000000e+04 3.707560693618269579e+04 -5.026069361826957902e+02
3.200000000000000178e+00 3.584300000000000000e+04 3.706013464322361688e+04 -1.217134643223616877e+03
3.204000000000000181e+00 3.643400000000000000e+04 3.704466109043967299e+04 -6.106610904396729893e+02
3.208000000000000185e+00 3.699800000000000000e+04 3.702918638462262606e+04 -3.118638462262606481e+01
3.212000000000000188e+00 3.641500000000000000e+04 3.701371063213198067e+04 -5.987106321319806739e+02
3.216000000000000192e+00 3.631300000000000000e+04 3.699823393889587896e+04 -6.852339388958789641e+02
3.220000000000000195e+00 3.703700000000000000e+04 3.698275641041237395e+04 5.424358958762604743e+01
3.224000000000000199e+00 3.662400000000000000e+04 3.696727815175020078e+04 -3.432781517502007773e+02
